https://kazan.cian.ru/sale/flat/199513716/ 21 2170000 25:3:00:21
https://kazan.cian.ru/sale/flat/199765372/ 44 3000000 25:3:17:42
https://kazan.cian.ru/sale/flat/201645803/ 16 1290000 26:3:09:14
https://kazan.cian.ru/sale/flat/203564686/ 26 2400000 25:3:12:15
https://kazan.cian.ru/sale/flat/203627627/ 40 3180000 26:3:11:17
https://kazan.cian.ru/sale/flat/203792572/ 19 950000 25:3:13:10
https://kazan.cian.ru/sale/flat/203797673/ 21 1599000 25:3:14:09
https://kazan.cian.ru/sale/flat/203392081/ 19 1700000 25:3:21:15
https://kazan.cian.ru/sale/flat/202115052/ 30 1750000 25:3:01:16
https://kazan.cian.ru/sale/flat/203218979/ 32 1750000 25:3:23:41
https://kazan.cian.ru/sale/flat/202341975/ 43 2300000 25:3:00:26
https://kazan.cian.ru/sale/flat/201229017/ 29 2350000 26:3:11:05
https://kazan.cian.ru/sale/flat/195249664/ 37 2500000 26:3:10:57
https://kazan.cian.ru/sale/flat/202108110/ 34 2600000 25:3:17:45
https://kazan.cian.ru/sale/flat/201412130/ 51 2690000 26:3:11:05
https://kazan.cian.ru/sale/flat/201834840/ 52 2690000 25:3:00:21
https://kazan.cian.ru/sale/flat/202879489/ 41 2900000 25:3:12:34
https://kazan.cian.ru/sale/flat/203555311/ 43 3100000 26:3:10:31
https://kazan.cian.ru/sale/flat/201288042/ 43 3250000 26:3:11:17
https://kazan.cian.ru/sale/flat/202341995/ 51 3450000 25:3:00:21
https://kazan.cian.ru/sale/flat/201912834/ 64 3500000 25:3:00:21
https://kazan.cian.ru/sale/flat/201912811/ 50 3550000 25:3:00:21
https://kazan.cian.ru/sale/flat/200662896/ 87 3560000 25:3:17:36
https://kazan.cian.ru/sale/flat/201641974/ 64 3610000 25:3:16:39
https://kazan.cian.ru/sale/flat/203682242/ 60 3690000 25:3:00:22
https://kazan.cian.ru/sale/flat/202388397/ 84 3900000 26:3:11:06
https://kazan.cian.ru/sale/flat/203807003/ 74 4100000 26:3:11:21
https://kazan.cian.ru/sale/flat/202475029/ 50 4300000 26:3:11:05
https://kazan.cian.ru/sale/flat/201645803/ 16 1290000 26:3:09:14
https://kazan.cian.ru/sale/flat/199513716/ 21 2170000 25:3:00:21
https://kazan.cian.ru/sale/flat/199765372/ 44 3000000 25:3:17:42
https://kazan.cian.ru/sale/flat/203643857/ 64 4460000 25:3:14:08
https://kazan.cian.ru/sale/flat/201942420/ 50 4535000 26:3:11:05
https://kazan.cian.ru/sale/flat/201987194/ 50 4530000 26:3:11:05
https://kazan.cian.ru/sale/flat/202879517/ 52 4500000 25:3:12:34
https://kazan.cian.ru/sale/flat/203476003/ 49 4550000 25:3:18:17
https://kazan.cian.ru/sale/flat/202615518/ 77 4900000 25:3:19:46
https://kazan.cian.ru/sale/flat/203361459/ 85 5000000 25:3:12:15
https://kazan.cian.ru/sale/flat/201385867/ 94 5350000 25:3:01:40
https://kazan.cian.ru/sale/flat/201912812/ 94 5350000 25:3:00:21
https://kazan.cian.ru/sale/flat/203587358/ 124 9650000 25:3:16:18
https://kazan.cian.ru/sale/flat/195593417/ 13 750000 25:3:00:11
https://kazan.cian.ru/sale/flat/203315252/ 13 780000 24:3:12:50
https://kazan.cian.ru/sale/flat/200672236/ 19 1080000 25:3:15:11
https://kazan.cian.ru/sale/flat/202823848/ 19 1160000 24:3:16:55
https://kazan.cian.ru/sale/flat/203488846/ 20 1590000 26:3:08:59
https://kazan.cian.ru/sale/flat/172649211/ 24 1650000 24:3:12:50
https://kazan.cian.ru/sale/flat/201304088/ 42 1900000 25:3:15:36
https://kazan.cian.ru/sale/flat/203826878/ 22 2010000 24:3:21:30
https://kazan.cian.ru/sale/flat/203081491/ 34 2200000 25:3:11:30
https://kazan.cian.ru/sale/flat/202791560/ 31 2370000 24:3:11:26
https://kazan.cian.ru/sale/flat/203179930/ 31 2400000 24:3:21:50
https://kazan.cian.ru/sale/flat/202685960/ 31 2400000 24:3:19:02
https://kazan.cian.ru/sale/flat/188387184/ 29 2450000 24:3:12:50
https://kazan.cian.ru/sale/flat/202964505/ 51 2690000 24:3:12:50
https://kazan.cian.ru/sale/flat/202794032/ 40 2700000 24:3:12:50
https://kazan.cian.ru/sale/flat/202537820/ 33 2400000 25:3:20:56
https://kazan.cian.ru/sale/flat/199765372/ 44 3000000 25:3:17:42
https://kazan.cian.ru/sale/flat/201645803/ 16 1290000 26:3:09:14
https://kazan.cian.ru/sale/flat/201453298/ 38 2700000 24:3:12:50
https://kazan.cian.ru/sale/flat/202858372/ 30 2800000 25:3:03:50
https://kazan.cian.ru/sale/flat/202401693/ 42 3000000 24:3:13:52
https://kazan.cian.ru/sale/flat/191134580/ 45 3100000 24:3:12:50
https://kazan.cian.ru/sale/flat/201779350/ 37 3300000 24:3:12:50
https://kazan.cian.ru/sale/flat/203315250/ 45 3390000 24:3:12:50
https://kazan.cian.ru/sale/flat/200724155/ 68 3490000 26:3:03:25
https://kazan.cian.ru/sale/flat/201980401/ 58 3475000 24:3:12:50
https://kazan.cian.ru/sale/flat/161857501/ 43 3600000 24:3:12:50
https://kazan.cian.ru/sale/flat/203335179/ 51 3650000 24:3:19:50
https://kazan.cian.ru/sale/flat/203910749/ 52 3800000 25:3:11:16
https://kazan.cian.ru/sale/flat/202104910/ 48 3999000 24:3:13:42
https://kazan.cian.ru/sale/flat/203136641/ 53 3950000 24:3:12:27
https://kazan.cian.ru/sale/flat/201292496/ 69 4050000 24:3:11:20
https://kazan.cian.ru/sale/flat/200853735/ 64 4400000 25:3:17:20
https://kazan.cian.ru/sale/flat/203812506/ 66 4400000 24:3:16:26
https://kazan.cian.ru/sale/flat/203231331/ 63 4650000 25:3:11:10
https://kazan.cian.ru/sale/flat/203749010/ 62 5500000 25:3:18:47
https://kazan.cian.ru/sale/flat/203646845/ 65 5680000 24:3:14:25
https://kazan.cian.ru/sale/flat/165801430/ 93 5800000 25:3:11:10
https://kazan.cian.ru/sale/flat/203458474/ 16 730000 25:3:03:35
https://kazan.cian.ru/sale/flat/203371181/ 24 999999 25:3:14:06
https://kazan.cian.ru/sale/flat/201300656/ 19 1000000 25:3:15:25
https://kazan.cian.ru/sale/flat/200244970/ 13 1050000 14:3:09:35
https://kazan.cian.ru/sale/flat/203298187/ 20 1199000 26:3:08:10
